1732684731996,1.355581,3.6440222,7.401808
1732684732006,1.4142591,3.7074902,7.397018
1732684732016,1.4609619,3.66917,7.316785
1732684732026,1.4274316,3.7625756,7.3586974
1732684732036,1.6848962,3.9314246,7.39582
1732684732046,2.2046156,4.1050634,7.397018
1732684732056,2.630929,4.0368056,7.5227566
1732684732066,2.4956102,4.3493557,7.829319
1732684732076,3.0165272,4.58766,7.834109
1732684732086,2.3926246,3.4212854,7.940687
1732684732096,2.032174,2.711162,8.141869
1732684732106,1.9279907,2.6093738,8.188572
1732684732116,1.9746937,2.5962012,8.132289
1732684732126,2.0704944,2.823728,8.150251
1732684732136,2.1052222,3.1135254,8.123906
1732684732146,2.017804,3.4751732,8.032895
1732684732156,1.9172131,3.8452039,8.031698
1732684732166,1.8453625,4.0894957,8.0999565
1732684732176,1.6429834,4.5625124,8.049661
1732684732186,1.5232325,5.1852174,7.8616514
1732684732196,0.984353,4.8966174,7.406598
1732684732206,0.9352551,4.5469446,7.394623
1732684732216,0.83945435,3.4775684,7.150331
1732684732226,0.93765014,2.3159838,6.7204247
1732684732236,0.99752563,1.2741504,6.6725245
1732684732246,1.2142749,0.76281375,6.6258216
1732684732256,1.353186,0.2802173,6.9204087
1732684732266,1.705254,-0.1580713,7.101233
1732684732276,2.1627026,-0.5903723,7.2808595
1732684732286,2.7854078,-1.3783337,6.7826953
1732684732296,3.4572108,-1.7639319,6.41985
1732684732306,3.6416273,-2.3543043,6.5288234
1732684732316,3.5769618,-3.1578333,6.676117
1732684732326,3.547024,-3.6823425,6.8569407
1732684732336,4.317023,-3.984115,6.532416
1732684732346,4.982838,-4.315825,6.1983104
1732684732356,5.1480947,-4.62119,5.891748
1732684732366,5.290598,-4.7373486,5.133724
1732684732376,5.1385145,-4.7517185,4.0008802
1732684732386,4.836742,-4.8738647,3.3446448
1732684732396,4.9157777,-5.1229467,2.5494983
1732684732406,4.9948134,-5.3456836,2.7662475
1732684732416,5.107379,-5.7839723,2.7339149
1732684732426,5.500162,-6.018684,2.3698719
1732684732436,5.659431,-6.2246556,2.198628
1732684732446,5.9612036,-6.8772984,2.1016297
1732684732455,5.4582496,-6.8485584,3.3087194
1732684732465,5.4271145,-7.782616,2.4908204
1732684732475,4.707411,-8.213719,1.8561401
1732684732485,4.374503,-8.375383,1.2058923
1732684732495,4.2978625,-7.9131446,0.88855225
1732684732505,4.324208,-7.902367,0.34847534
1732684732515,4.4655137,-7.6568775,0.20597167
1732684732525,4.8475194,-7.4245605,0.025147704
1732684732535,5.0235534,-7.303612,-0.11615845
1732684732545,5.142107,-7.6329274,0.12693603
1732684732555,5.3708315,-8.095166,0.2838098
1732684732565,5.555248,-8.454419,0.49576905
1732684732575,5.2403026,-8.993299,0.3927832
1732684732585,4.7936316,-8.772957,-0.09220825
1732684732595,4.9840355,-7.5862246,-0.10897339
1732684732605,4.7696815,-6.7898803,-1.0957215
1732684732615,4.653523,-6.4665527,-1.9519409
1732684732625,4.949308,-5.9037232,-1.4286292
1732684732635,5.300178,-6.245013,-1.595083
1732684732645,5.278623,-7.0976405,-2.210603
1732684732655,5.0870214,-7.5287437,-1.5723304
1732684732665,5.374424,-8.162227,-1.9196081
1732684732675,5.5025573,-8.396938,-2.7231371
1732684732685,5.342091,-8.9585705,-3.859574
1732684732695,5.494175,-9.059161,-4.078718
1732684732705,5.882168,-9.18969,-4.126619
1732684732715,5.8438478,-9.302256,-3.9433997
1732684732725,5.924081,-9.744137,-3.8404138
1732684732735,6.2318406,-9.823173,-2.6069787
1732684732745,6.177953,-9.970467,-2.0441492
1732684732755,6.072572,-10.435101,-2.4525
1732684732765,5.964796,-10.380014,-2.8476782
1732684732775,6.1288548,-9.72378,-2.8297155
1732684732785,6.4354177,-8.378976,-2.215393
1732684732795,6.5108604,-7.32397,-2.0824695
1732684732805,6.436615,-6.631809,-2.757865
1732684732815,6.339617,-6.73719,-3.7589831
1732684732825,6.413862,-7.249724,-4.211642
1732684732835,6.5791187,-7.254514,-3.2883618
1732684732845,6.7036595,-7.260502,-3.3494349
1732684732855,6.915619,-7.6496925,-3.4871485
1732684732865,6.638994,-8.34784,-4.204457
1732684732875,6.388715,-8.383766,-4.6762757
1732684732892,6.629414,-8.435259,-5.3504734
1732684732902,6.45338,-8.878338,-5.973179
1732684732912,6.1851377,-8.996891,-5.0678616
1732684732922,6.5671434,-8.474776,-4.3936634
1732684732932,6.6964746,-7.8077636,-4.660708
1732684732942,6.5180454,-8.183782,-6.037844
1732684732952,6.678512,-8.296348,-6.4066772
1732684732961,7.2149963,-7.848479,-6.342012
1732684732971,7.8963795,-7.723938,-6.5719337
1732684732981,7.916737,-7.6616673,-6.781498
1732684732991,8.085586,-7.691605,-7.266489
1732684733001,8.236472,-7.61257,-7.0796776
1732684733011,8.975336,-7.9921803,-7.117998
1732684733021,9.909393,-8.381371,-7.08327
1732684733031,10.78118,-9.069939,-5.8725877
1732684733041,11.461366,-8.65081,-3.190166
1732684733051,10.893746,-8.026908,-2.2704785
1732684733061,9.177715,-7.515571,-2.9051588
1732684733071,7.820936,-7.6880126,-4.01525
1732684733081,7.181466,-7.037765,-3.8332288
1732684733091,7.197034,-5.6414685,-2.882406
1732684733101,6.8485584,-4.2643323,-2.7890003
1732684733111,5.9935365,-3.6260595,-2.9566517
1732684733121,5.2882032,-2.9913795,-3.2919543
1732684733131,5.322931,-2.3411317,-2.3650818
1732684733141,5.388794,-2.4872277,-2.269281
1732684733151,5.604346,-3.0344896,-2.1782703
1732684733161,5.716912,-2.9027636,0.0981958
1732684733171,5.971981,-1.7004639,1.3807287
1732684733181,5.8498354,-0.95441526,0.84424436
1732684733191,5.8570204,-0.7496411,-0.732876
1732684733201,6.575526,-0.1353186,-0.37242553
1732684733211,7.9814024,0.6777905,0.17962646
1732684733221,8.165819,-0.42751098,0.42391846
1732684733231,7.7682457,-0.6143225,-0.42032593
1732684733241,7.4329433,-1.9351758,-2.9734168
1732684733251,7.8317137,-2.814148,-3.6583924
1732684733261,8.714278,-3.3374598,-3.5158887
1732684733271,9.568103,-3.0979578,-2.3327491
1732684733281,9.457932,-3.4596057,-1.6477734
1732684733291,8.224497,-4.035608,-2.222578
1732684733301,6.941964,-4.667893,-2.9159362
1732684733311,6.5575633,-5.6510487,-2.9925768
1732684733321,6.4881077,-8.589738,-1.0035132
1732684733331,5.8402553,-10.138118,4.1565566
1732684733341,4.9948134,-9.918973,3.3650024
1732684733351,3.4332604,-7.652087,-0.25147706
1732684733361,2.7494824,-4.6008325,-2.0405567
1732684733371,3.7841308,-1.6525635,-1.9243982
1732684733381,5.342091,0.81550413,-1.3292358
1732684733391,6.47733,1.0765613,-1.1987072
1732684733401,6.500083,-0.19998413,0.28740233
