mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
-0.5749364215313333,1.9449344336956775,-0.969384135,2.0250216312442517,-7.9025226083166675,9.598189158482448,-6.8916685,12.420467566878981,-0.4525828537133333,4.2412745764154,-2.31119385,4.258318906005957,not_tooth_brush
-0.10575608475133333,1.7589533662690497,-0.46942383,1.7592010225351695,-9.275216082883333,10.92513069490813,-7.7413018000000005,14.317480661159118,-2.8165709198133335,1.4873539963549898,-2.7854077999999998,3.18400998487385,not_tooth_brush
-0.09609217554333335,1.90103785963472,-0.55384825,1.9002979152804762,-8.971359966366668,11.681150806286528,-6.62043265,14.713250927586929,-3.4017660019,1.6134599654344504,-3.09017395,3.763852744401971,not_tooth_brush
-0.13874746978666666,1.5532405039514972,-0.42212219500000003,1.5568445876014676,-8.713899347913333,11.18078747867994,-6.05820205,14.160697386080926,-3.6935711888,1.7646607823520712,-3.158432,4.092201817023321,not_tooth_brush
0.08138675814999999,1.5495280523725172,-0.0898132325,1.549082803535015,-8.758275086496667,10.266000236459469,-6.87190975,13.481351594315411,-3.851474823,1.6341420165737783,-3.4584082499999997,4.182747547019812,not_tooth_brush
0.23799708294999997,1.2563686895898034,-0.05029541,1.2766531849829217,-8.914470276549999,8.642976952425037,-7.5814345,12.406442979744167,-3.9807180669999993,1.8233354281895966,-3.57636295,4.37716650041469,not_tooth_brush
0.19951311233,1.324802081325211,-0.17483643,1.337555868550146,-9.25626750757,8.644984611500098,-8.210127499999999,12.655636211124516,-4.261334509,2.0664927123029773,-3.7074902,4.734461879365198,not_tooth_brush
0.14697836021666666,1.2950548162265827,-0.21195923,1.3012221404562496,-9.156542861686667,8.576163860916644,-7.9921805,12.535856377818794,-4.249902281,2.1553740764469858,-3.65120735,4.763593323263154,not_tooth_brush
0.024305458155999996,1.3986565810565368,-0.264050905,1.39653506445649,-9.124421670106667,8.797244439303352,-7.962841,12.664462437848796,-4.012831268333334,1.9522128421913323,-3.48295715,4.461081257504703,not_tooth_brush
0.016665344099333318,1.46736051235266,-0.32572265,1.4650076623218624,-8.662781657237666,8.326195122015864,-7.07548635,12.005758042157154,-3.644277687566667,1.6045933900184413,-3.28057805,3.980816174048084,not_tooth_brush
0.13679952104666668,1.6859726329968059,-0.24010071,1.6887104002094027,-9.023938647070999,8.377381373965639,-7.26589055,12.30357884229971,-3.7102365335666665,1.6408638268987652,-3.3715888,4.055775444117879,not_tooth_brush
0.18209333253733337,1.616539890036488,-0.20417541,1.624083903963545,-9.230205692281,8.184422708570546,-7.739505749999999,12.327132254129774,-3.6287180440333335,1.843268200792445,-3.2680042,4.068649265331048,not_tooth_brush
0.33169024363733335,1.8158005788962517,-0.0814306675,1.8428672553667804,-9.256938086693333,7.953588369203941,-8.1274985,12.19588477565776,-3.5664635012,1.8729524258005361,-3.1823822,4.026899492836415,not_tooth_brush
0.2657393902966667,1.6354545098749849,-0.0724493425,1.6542107400749866,-9.177591093506667,8.053150800545033,-7.85626265,12.201034326504631,-3.451789965999,2.1645022658810675,-2.99078065,4.0723834701779955,not_tooth_brush
0.2730002917293334,1.6149058684476776,-0.16226257500000002,1.6351626993517274,-8.877547029356666,8.140935114328087,-7.763456,12.035977306075054,-3.534625708899,2.256201907298562,-2.9686267500000003,4.191307408397261,not_tooth_brush
0.28412914956833335,1.1921912612917636,-0.016166382,1.2236468623707852,-8.958255178533333,8.26847589188409,-7.6580748,12.181549043798665,-3.570171792499,2.3001711147543435,-2.9147387,4.244911992952888,not_tooth_brush
0.3485152604616667,1.3554581668163717,-0.0101788331,1.397356613737965,-8.709300860219999,7.640272652301088,-7.76225825,11.577180505401868,-3.358124741776667,1.9325483552783869,-2.8596533500000003,3.87289243111702,not_tooth_brush
0.2992976114826667,1.3851401256599014,0.0209564215,1.4148487024154375,-9.451249984386667,8.836928857449575,-8.144264,12.928926232556536,-3.1770572762766665,1.847804772333128,-2.82732055,3.673784715858756,not_tooth_brush
0.0275786537946667,1.4989417628285178,-0.236508175,1.4966955499150185,-9.135478679466667,9.33689115408539,-8.144264,13.051586698104966,-2.8951674692766667,1.9039886564596633,-2.55249215,3.463391916855283,not_tooth_brush
-0.20464643182633332,1.4155860673800396,-0.42990601500000003,1.4279651477443474,-9.605617033100001,10.70237058739355,-8.483159,14.36756111253824,-2.98944741117,2.353380302374359,-2.3040088499999998,3.802201118071298,not_tooth_brush
-0.26302104528666664,1.3712325328863144,-0.5430706750000001,1.3939839073600133,-8.836823766771001,10.147575347465354,-6.30608655,13.443195134813763,-2.8995224072966668,2.343600311386884,-2.2052141499999998,3.725772993874297,not_tooth_brush
-0.18690732418766665,1.6357466168523884,-0.6718029999999999,1.6436795467478487,-9.524793111767668,9.965414445370168,-7.265890499999999,13.773167292713607,-3.036844841336667,2.236199502439388,-2.49800525,3.7691306925710233,not_tooth_brush
-0.17306410943666667,1.7567132042107279,-0.6682104499999999,1.762301240863945,-8.901928348696668,8.972379433002555,-6.0761645,12.628522308889936,-3.042700663466667,1.836511577471967,-2.65787285,3.552401936587193,not_tooth_brush
-0.07810158064666667,1.7865725348451922,-0.42212219500000003,1.7853016013422334,-9.417887394225666,7.820626660248036,-8.1622265,12.233353192185989,-3.337327988473333,1.9718275129420628,-3.00215695,3.8746485644042727,not_tooth_brush
0.024876276357666663,1.7860568136111903,-0.34787657,1.7832510874152185,-8.892120731679,8.159042783344216,-7.6526865,12.058934045624788,-3.461845058437666,2.2014910685963383,-3.1308892,4.100582754193406,not_tooth_brush
0.21780307721766662,1.5833787123614926,-0.138312375,1.5956720736779926,-9.398144458860001,7.893075194609012,-8.655001500000001,12.264505147399703,-3.423233355337667,2.6476303459882624,-3.1308892,4.324940065010263,not_tooth_brush
0.293896837931,1.5737591011670582,-0.05628296,1.5983858527142205,-8.954674664543333,8.777679929446583,-7.60358835,12.529047758780832,-2.9023685030910005,2.6268686674326207,-2.36029175,3.91167233550487,not_tooth_brush
